user_id,preferred_genres
user_75,"grunge,power-pop,tango,trip-hop"
user_76,"goth,pop-film"
user_77,"kids,pop,sleep"
user_78,"afrobeat,death-metal,garage,indie"
user_79,"afrobeat,idm"
user_80,"chill,indie-pop,latin"
user_81,"country,dancehall,mpb,synth-pop"
user_82,"industrial,study,synth-pop"
user_83,"alternative,bluegrass"
user_84,"alt-rock,emo,k-pop"
user_85,"hip-hop,house,j-dance,tango"
user_86,"detroit-techno,latino,show-tunes,sleep"
user_87,"blues,goth,metalcore,sad"
user_88,"rockabilly,songwriter,techno"
user_89,"idm,show-tunes,trip-hop"
user_90,"alternative,chill,indian,progressive-house"
user_91,"deep-house,k-pop,progressive-house"
user_92,"afrobeat,dubstep"
user_93,"happy,soul"
user_94,"dancehall,death-metal,j-idol,j-pop"
user_95,"grunge,hip-hop,mandopop"
user_96,"kids,malay,metalcore,rockabilly"
user_97,"brazil,folk,french,songwriter"
user_98,"latino,world-music"
user_99,"afrobeat,garage"
user_100,"metal,punk-rock"
user_101,"bluegrass,cantopop,iranian,pagode"
user_102,"hard-rock,house,rock-n-roll"
user_103,"dancehall,death-metal,sleep,trance"
user_104,"black-metal,chill,hard-rock"
user_105,"alt-rock,british,minimal-techno"
user_106,"death-metal,gospel,latin,romance"
user_107,"breakbeat,chicago-house,rock"
user_108,"alt-rock,piano,reggaeton,ska"
user_109,"groove,jazz,psych-rock,world-music"
user_110,"singer-songwriter,songwriter,techno"
user_111,"heavy-metal,soul,synth-pop"
user_112,"detroit-techno,j-idol,progressive-house"
user_113,"alt-rock,hard-rock,progressive-house,r-n-b"
user_114,"french,garage,hard-rock,heavy-metal"
user_115,"j-pop,k-pop,piano"
user_116,"groove,hardcore,piano,rock"
user_117,"j-pop,malay,mandopop,synth-pop"
user_118,"british,trip-hop"
user_119,"dubstep,folk,rockabilly"
user_120,"dub,edm,k-pop"
user_121,"german,happy,world-music"
user_122,"anime,blues,pop-film"
user_123,"edm,mandopop,new-age,sertanejo"
user_124,"dance,hip-hop"
user_125,"house,idm"
user_126,"folk,honky-tonk,new-age,rock"
user_127,"chicago-house,punk,spanish"
user_128,"j-pop,pop,world-music"
user_129,"ambient,groove,singer-songwriter,techno"
user_130,"club,show-tunes,soul"
user_131,"black-metal,comedy,idm,pop-film"
user_132,"country,minimal-techno,world-music"
user_133,"detroit-techno,j-pop,minimal-techno"
user_134,"chicago-house,pop-film"
user_135,"iranian,j-pop,malay,tango"
user_136,"salsa,sertanejo,trip-hop"
user_137,"piano,synth-pop"
user_138,"guitar,indie-pop"
user_139,"anime,honky-tonk"
user_140,"british,forro,opera,reggaeton"
user_141,"blues,detroit-techno"
user_142,"groove,k-pop"
user_143,"edm,french,show-tunes"
user_144,"dancehall,funk,happy,j-pop"
user_145,"hardcore,romance,tango"
user_146,"german,piano"
user_147,"deep-house,detroit-techno"
user_148,"piano,punk-rock,songwriter"
user_149,"chill,study,swedish"
user_150,"kids,sertanejo"
user_151,"comedy,drum-and-bass,grunge,r-n-b"
user_152,"breakbeat,country,study"
user_153,"deep-house,songwriter,techno"
user_154,"country,electro,salsa,trance"
user_155,"brazil,punk-rock"
user_156,"cantopop,club,salsa"
user_157,"dub,progressive-house,study"
user_158,"deep-house,k-pop,world-music"
user_159,"funk,hard-rock,industrial"
user_160,"comedy,malay"
user_161,"blues,club"
user_162,"blues,malay"
user_163,"hard-rock,house,synth-pop,world-music"
user_164,"forro,german,romance,sleep"
user_165,"afrobeat,soul"
user_166,"electro,jazz,malay,punk"
user_167,"folk,idm"
user_168,"honky-tonk,opera,rockabilly"
user_169,"indian,punk,reggae"
user_170,"emo,hard-rock,indian"
user_171,"industrial,synth-pop"
user_172,"r-n-b,ska"
user_173,"latino,mpb,singer-songwriter,world-music"
user_174,"hardcore,romance"
user_175,"j-rock,punk-rock,romance"
user_176,"edm,happy,industrial,pagode"
user_177,"dub,pop,rock-n-roll"
user_178,"emo,heavy-metal,kids,turkish"
user_179,"j-idol,k-pop"
user_180,"blues,forro,synth-pop"
user_181,"anime,dancehall,reggae"
user_182,"acoustic,hard-rock,idm"
user_183,"dub,garage,mpb,power-pop"
user_184,"folk,j-dance,reggaeton,turkish"
user_185,"death-metal,drum-and-bass,piano"
user_186,"forro,funk,house"
user_187,"hardcore,house"
user_188,"electronic,songwriter"
user_189,"alt-rock,anime,malay,minimal-techno"
user_190,"heavy-metal,iranian,trip-hop"
user_191,"bluegrass,brazil,chill,reggae"
user_192,"alt-rock,dancehall,jazz,r-n-b"
user_193,"acoustic,hardcore,heavy-metal,metal"
user_194,"goth,show-tunes"
user_195,"hip-hop,jazz,minimal-techno,punk"
user_196,"cantopop,death-metal,french,j-dance"
user_197,"dance,rock-n-roll"
user_198,"classical,punk-rock,r-n-b,salsa"
user_199,"detroit-techno,forro,pop,rock-n-roll"
user_200,"classical,dancehall,pop-film"
user_201,"acoustic,electro,french,mandopop"
user_202,"drum-and-bass,dubstep,forro,study"
user_203,"british,gospel"
user_204,"edm,happy,malay,spanish"
user_205,"groove,hardstyle"
user_206,"comedy,garage"
user_207,"garage,new-age"
user_208,"power-pop,punk,sad"
user_209,"romance,salsa"
user_210,"deep-house,funk,synth-pop"
user_211,"forro,j-rock,k-pop"
user_212,"disney,happy,house"
user_213,"detroit-techno,kids,punk"
user_214,"cantopop,chill,gospel"
user_215,"electro,hardstyle,synth-pop"
user_216,"garage,indie"
user_217,"hard-rock,piano"
user_218,"comedy,funk"
user_219,"garage,industrial,trip-hop"
user_220,"goth,iranian,metalcore"
user_221,"ambient,indie-pop"
user_222,"opera,tango"
user_223,"folk,hard-rock,industrial,kids"
user_224,"chicago-house,metal,singer-songwriter"
user_225,"hard-rock,latin,minimal-techno,romance"
user_226,"brazil,british,reggaeton,rock"
user_227,"bluegrass,edm,j-dance,sad"
user_228,"punk-rock,singer-songwriter"
user_229,"dub,opera,punk-rock"
user_230,"dancehall,party"
user_231,"death-metal,electronic,french"
user_232,"acoustic,grindcore,sad,show-tunes"
user_233,"j-pop,malay,reggaeton"
user_234,"dancehall,samba"
user_235,"club,iranian"
user_236,"chicago-house,classical,edm,pagode"
user_237,"metal,party,sleep"
user_238,"black-metal,grindcore,groove,indie"
user_239,"breakbeat,country,grunge,swedish"
user_240,"funk,german,kids,reggae"
user_241,"alternative,british,kids,power-pop"
user_242,"deep-house,gospel,indie,sad"
user_243,"alternative,black-metal,electronic,sad"
user_244,"blues,heavy-metal,new-age,ska"
user_245,"brazil,disney,reggaeton"
user_246,"brazil,dancehall,electro,world-music"
user_247,"detroit-techno,trance"
user_248,"anime,malay"
user_249,"j-rock,mpb"
user_250,"disco,forro,party"
user_251,"metalcore,songwriter"
user_252,"acoustic,punk,punk-rock"
user_253,"hard-rock,hip-hop,sertanejo"
user_254,"grunge,power-pop,world-music"
user_255,"french,house,iranian,rock"
user_256,"breakbeat,indie,j-pop"
user_257,"funk,metal,romance,study"
user_258,"forro,latin"
user_259,"dubstep,opera,power-pop,world-music"
user_260,"hip-hop,iranian,power-pop,reggae"
user_261,"chicago-house,hard-rock"
user_262,"cantopop,garage,grunge,opera"
user_263,"afrobeat,brazil,dance"
user_264,"groove,j-pop"
user_265,"cantopop,electro,minimal-techno,trip-hop"
user_266,"funk,reggaeton"
user_267,"k-pop,soul"
user_268,"folk,goth,iranian,new-age"
user_269,"classical,folk"
user_270,"guitar,party,study"
user_271,"acoustic,club,indie-pop,soul"
user_272,"indie-pop,industrial"
user_273,"chicago-house,comedy"
user_274,"grindcore,indian,ska"
user_275,"alt-rock,sleep"
user_276,"gospel,salsa,soul"
user_277,"groove,soul"
user_278,"electro,folk,swedish"
user_279,"piano,singer-songwriter,soul"
user_280,"forro,sertanejo"
user_281,"edm,french,trip-hop"
user_282,"r-n-b,soul"
user_283,"drum-and-bass,indie-pop,r-n-b"
user_284,"afrobeat,dancehall,electro"
user_285,"hardstyle,metal,songwriter"
user_286,"drum-and-bass,emo,iranian,sertanejo"
user_287,"blues,edm,psych-rock"
user_288,"j-pop,piano"
user_289,"acoustic,j-rock,minimal-techno"
user_290,"blues,rock-n-roll,singer-songwriter,spanish"
user_291,"goth,latino"
user_292,"acoustic,guitar,hip-hop,indian"
user_293,"groove,sertanejo"
user_294,"afrobeat,rock-n-roll,sad"
user_295,"bluegrass,indie,metalcore,psych-rock"
user_296,"chill,honky-tonk,romance"
user_297,"country,french"
user_298,"chicago-house,j-rock,ska"
user_299,"british,detroit-techno,punk,rock-n-roll"
user_300,"party,reggae,rock-n-roll"
user_301,"idm,metalcore,sad,turkish"
user_302,"alternative,minimal-techno,singer-songwriter"
user_303,"deep-house,opera,rockabilly"
user_304,"grunge,heavy-metal,singer-songwriter,trip-hop"
user_305,"death-metal,k-pop,piano"
user_306,"funk,samba,sleep"
user_307,"black-metal,dance,funk,punk-rock"
user_308,"british,garage"
user_309,"disney,techno"
user_310,"dancehall,hardstyle"
user_311,"metalcore,pop"
user_312,"afrobeat,anime"
user_313,"dub,trance"
user_314,"emo,piano,punk-rock"
user_315,"anime,j-pop,jazz,mandopop"
user_316,"classical,electro,happy,metalcore"
user_317,"anime,latin,pop-film,songwriter"
user_318,"detroit-techno,hardcore,indian,tango"
user_319,"dance,detroit-techno,honky-tonk,trance"
user_320,"opera,soul"
user_321,"funk,indie,rock-n-roll,soul"
user_322,"industrial,psych-rock"
user_323,"j-idol,party,piano,psych-rock"
user_324,"kids,r-n-b"
user_325,"happy,j-idol"
user_326,"forro,honky-tonk,indian,minimal-techno"
user_327,"detroit-techno,tango"
user_328,"anime,children,dancehall,metal"
user_329,"funk,mpb,trance"
user_330,"afrobeat,disney,dubstep,pop-film"
user_331,"mandopop,synth-pop"
user_332,"children,disco"
user_333,"gospel,samba"
user_334,"electro,latin,salsa"
user_335,"british,latino"
user_336,"disney,grindcore,j-idol,party"
user_337,"alt-rock,kids"
user_338,"alternative,detroit-techno,dub,singer-songwriter"
user_339,"ambient,mandopop"
user_340,"forro,goth"
user_341,"grunge,kids,r-n-b,rockabilly"
user_342,"drum-and-bass,piano,progressive-house"
user_343,"edm,latino,punk,study"
user_344,"cantopop,metal"
user_345,"classical,j-pop,pop-film,trance"
user_346,"goth,hardcore,k-pop"
user_347,"edm,indie-pop,rock"
user_348,"heavy-metal,power-pop,romance"
user_349,"dubstep,indie,latin,malay"
user_350,"black-metal,piano,romance,swedish"
user_351,"idm,reggaeton"
user_352,"heavy-metal,sertanejo"
user_353,"afrobeat,anime,forro,gospel"
user_354,"dubstep,folk"
user_355,"blues,folk,swedish"
user_356,"dancehall,grunge,malay,singer-songwriter"
user_357,"heavy-metal,psych-rock,punk,songwriter"
user_358,"drum-and-bass,spanish"
user_359,"ambient,party"
user_360,"emo,folk,house"
user_361,"club,show-tunes"
user_362,"grunge,minimal-techno,mpb"
user_363,"kids,mpb"
user_364,"bluegrass,chicago-house,rockabilly"
user_365,"afrobeat,comedy,country"
user_366,"children,classical,latino,power-pop"
user_367,"country,rock,soul,swedish"
user_368,"funk,indie,malay,rockabilly"
user_369,"electro,malay,progressive-house"
user_370,"country,indie-pop"
user_371,"acoustic,heavy-metal,sad,techno"
user_372,"power-pop,rockabilly,samba"
user_373,"folk,j-pop,rockabilly,study"
user_374,"edm,groove,world-music"
user_375,"hip-hop,swedish"
user_376,"ambient,heavy-metal"
user_377,"groove,piano,samba,sertanejo"
user_378,"progressive-house,ska"
user_379,"dancehall,j-idol,pagode"
user_380,"party,spanish"
user_381,"edm,hip-hop"
user_382,"chill,comedy,hip-hop,j-dance"
user_383,"industrial,pop,study"
user_384,"dance,happy,hard-rock,metalcore"
user_385,"dub,groove,mandopop"
user_386,"dancehall,heavy-metal,kids,world-music"
user_387,"chicago-house,garage,romance,world-music"
user_388,"grunge,r-n-b"
user_389,"bluegrass,house,pagode,tango"
user_390,"classical,electronic,show-tunes,sleep"
user_391,"bluegrass,comedy,idm"
user_392,"happy,reggaeton,sleep,world-music"
user_393,"heavy-metal,mpb"
user_394,"comedy,edm,folk,r-n-b"
user_395,"deep-house,edm"
user_396,"dubstep,goth,rock"
user_397,"alt-rock,dance,turkish"
user_398,"j-idol,power-pop,r-n-b,techno"
user_399,"happy,j-dance,world-music"
user_400,"blues,idm,minimal-techno,songwriter"
user_401,"idm,songwriter"
user_402,"mpb,study"
user_403,"hardstyle,jazz,trip-hop"
user_404,"hardstyle,indian,singer-songwriter,synth-pop"
user_405,"disco,j-pop,tango"
user_406,"hardstyle,new-age,trip-hop"
user_407,"chicago-house,dancehall,mandopop"
user_408,"garage,psych-rock"
user_409,"blues,edm,progressive-house,psych-rock"
user_410,"house,ska,sleep"
user_411,"garage,turkish"
user_412,"garage,sleep,soul"
user_413,"j-pop,sleep"
user_414,"chicago-house,mandopop"
user_415,"romance,singer-songwriter,trip-hop"
user_416,"blues,industrial,pop-film"
user_417,"blues,forro,guitar,power-pop"
user_418,"comedy,country"
user_419,"children,dubstep,piano"
user_420,"j-idol,reggaeton"
user_421,"classical,electronic,french"
user_422,"forro,groove,minimal-techno"
user_423,"comedy,garage"
user_424,"grindcore,guitar,heavy-metal,reggae"
user_425,"emo,goth,metal"
user_426,"house,singer-songwriter"
user_427,"blues,samba"
user_428,"jazz,minimal-techno"
user_429,"j-rock,pop,punk-rock"
user_430,"ambient,comedy,psych-rock,rockabilly"
user_431,"happy,malay,metalcore"
user_432,"black-metal,house,sad,trip-hop"
user_433,"black-metal,country,forro,j-pop"
user_434,"folk,indie"
user_435,"classical,dancehall,study"
user_436,"comedy,death-metal,metalcore,reggae"
user_437,"edm,hard-rock,indie-pop"
user_438,"hardcore,progressive-house"
user_439,"disco,progressive-house,tango"
user_440,"disco,groove"
user_441,"bluegrass,industrial,j-pop"
user_442,"deep-house,grindcore,indian"
user_443,"dub,garage,guitar"
user_444,"latino,mandopop,reggaeton"
user_445,"grindcore,hardcore,rock"
user_446,"dancehall,pagode,party"
user_447,"acoustic,country,punk,samba"
user_448,"death-metal,show-tunes"
user_449,"dancehall,goth,rock,rock-n-roll"
user_450,"classical,detroit-techno,sad,spanish"
user_451,"dancehall,goth,rockabilly,songwriter"
user_452,"french,ska,tango"
user_453,"new-age,piano"
user_454,"electronic,piano,pop,world-music"
user_455,"j-rock,metalcore,pop-film"
user_456,"emo,rock-n-roll,songwriter"
user_457,"rockabilly,synth-pop"
user_458,"punk,ska"
user_459,"goth,psych-rock,rockabilly,trip-hop"
user_460,"cantopop,heavy-metal,piano,turkish"
user_461,"afrobeat,guitar,soul"
user_462,"dancehall,r-n-b,spanish"
user_463,"electro,r-n-b"
user_464,"breakbeat,detroit-techno,synth-pop,techno"
user_465,"hard-rock,rock"
user_466,"disco,drum-and-bass,hip-hop,industrial"
user_467,"honky-tonk,iranian,ska,soul"
user_468,"blues,j-dance,sertanejo,study"
user_469,"chicago-house,metalcore,piano,samba"
user_470,"british,grunge,punk-rock"
user_471,"indian,reggae"
user_472,"bluegrass,indie"
user_473,"deep-house,gospel"
user_474,"acoustic,electronic"
user_475,"bluegrass,electro,latino,trance"
user_476,"french,gospel,r-n-b,spanish"
user_477,"alternative,disney,sleep,soul"
user_478,"indie,iranian,piano"
user_479,"dancehall,sertanejo"
user_480,"rock-n-roll,ska"
user_481,"classical,hip-hop,j-idol,punk-rock"
user_482,"jazz,tango"
user_483,"blues,hard-rock,mandopop,salsa"
user_484,"electro,indian,latino,trance"
user_485,"alt-rock,bluegrass,rock-n-roll"
user_486,"children,trip-hop"
user_487,"ambient,edm,swedish"
user_488,"iranian,j-dance,mpb"
user_489,"guitar,punk"
user_490,"mpb,opera"
user_491,"ambient,children,classical,rock"
user_492,"honky-tonk,rock-n-roll,sleep"
user_493,"alt-rock,drum-and-bass,progressive-house,trance"
user_494,"electro,mandopop,show-tunes"
user_495,"acoustic,pop-film"
user_496,"cantopop,metal,pagode"
user_497,"funk,j-pop,latin"
user_498,"acoustic,brazil,detroit-techno,edm"
user_499,"honky-tonk,malay,progressive-house,romance"
user_500,"funk,new-age,soul"
user_501,"french,kids"
user_502,"dub,metal"
user_503,"idm,indie"
user_504,"blues,drum-and-bass,german"
user_505,"brazil,drum-and-bass,piano"
user_506,"groove,hardcore"
user_507,"metal,turkish"
user_508,"classical,house"
user_509,"k-pop,reggaeton"
user_510,"emo,german,indie"
user_511,"breakbeat,detroit-techno,drum-and-bass,songwriter"
user_512,"anime,british,classical,comedy"
user_513,"disco,gospel,minimal-techno"
user_514,"detroit-techno,j-pop,latino,mandopop"
user_515,"forro,french,j-dance"
user_516,"emo,indie,turkish"
user_517,"comedy,electro,synth-pop"
user_518,"heavy-metal,indie-pop,synth-pop,tango"
user_519,"emo,grunge,hip-hop"
user_520,"anime,reggaeton,sleep"
user_521,"brazil,comedy,forro,opera"
user_522,"mpb,r-n-b"
user_523,"power-pop,samba"
user_524,"detroit-techno,edm,funk,guitar"
user_525,"german,hip-hop"
user_526,"forro,garage,hardcore,rock"
user_527,"dub,garage,honky-tonk,rock-n-roll"
user_528,"classical,indie,rock-n-roll,show-tunes"
user_529,"honky-tonk,soul"
user_530,"idm,mpb,swedish"
user_531,"deep-house,detroit-techno,edm"
user_532,"j-pop,metal,pop,rock-n-roll"
user_533,"gospel,j-rock,jazz,ska"
user_534,"chicago-house,edm,electronic,songwriter"
user_535,"indian,latino,pop-film,romance"
user_536,"garage,singer-songwriter"
user_537,"electro,electronic,guitar"
user_538,"children,hardcore,heavy-metal,power-pop"
user_539,"forro,groove,industrial,pop"
user_540,"forro,industrial,k-pop"
user_541,"groove,honky-tonk,reggae,synth-pop"
user_542,"indie,show-tunes"
user_543,"dubstep,swedish,trip-hop"
user_544,"j-rock,reggaeton,romance"
user_545,"afrobeat,indie,metal,tango"
user_546,"children,hardcore"
user_547,"breakbeat,death-metal,dub,electronic"
user_548,"forro,goth,punk"
user_549,"afrobeat,techno"
user_550,"groove,honky-tonk,malay,salsa"
user_551,"disco,mandopop,ska,sleep"
user_552,"indian,minimal-techno,pagode,pop-film"
user_553,"chicago-house,disney"
user_554,"j-dance,reggaeton,synth-pop,techno"
user_555,"new-age,punk-rock"
user_556,"j-rock,mpb,ska,turkish"
user_557,"classical,detroit-techno"
user_558,"hardcore,idm,indian,j-idol"
user_559,"breakbeat,grunge,pagode,rockabilly"
user_560,"dance,honky-tonk,metalcore"
user_561,"bluegrass,chicago-house,kids"
user_562,"death-metal,german,goth"
user_563,"gospel,kids"
user_564,"cantopop,rock"
user_565,"dubstep,kids,pop-film,romance"
user_566,"goth,salsa"
user_567,"bluegrass,pagode,synth-pop"
user_568,"british,french,swedish"
user_569,"anime,british,chill,detroit-techno"
user_570,"ambient,electro,salsa"
user_571,"comedy,country"
user_572,"blues,detroit-techno,samba"
user_573,"classical,indie,k-pop"
user_574,"gospel,reggae,romance,synth-pop"
user_575,"afrobeat,deep-house,minimal-techno,pop-film"
user_576,"progressive-house,trip-hop"
user_577,"edm,rock-n-roll,show-tunes"
user_578,"emo,party"
user_579,"electro,funk,punk,salsa"
user_580,"electronic,reggae"
user_581,"piano,punk-rock"
user_582,"breakbeat,emo,psych-rock,synth-pop"
user_583,"chill,disney,indie,k-pop"
user_584,"deep-house,latin,mpb"
user_585,"dance,folk,heavy-metal"
user_586,"dance,idm,piano,sleep"
user_587,"gospel,party,sleep"
user_588,"iranian,r-n-b"
user_589,"bluegrass,edm,iranian,sertanejo"
user_590,"anime,blues,comedy"
user_591,"emo,house"
user_592,"iranian,pagode"
user_593,"country,rockabilly"
user_594,"french,house,power-pop,romance"
user_595,"alt-rock,reggae"
user_596,"metal,sad"
user_597,"dubstep,electronic,latino"
user_598,"ambient,heavy-metal"
user_599,"disco,happy,rockabilly"
user_600,"j-dance,pop,pop-film"
user_601,"deep-house,funk,indian,romance"
user_602,"comedy,mandopop"
user_603,"brazil,happy,indie,power-pop"
user_604,"hard-rock,industrial,latino,rock-n-roll"
user_605,"blues,drum-and-bass,j-idol"
user_606,"dub,hip-hop"
user_607,"latino,swedish"
user_608,"groove,punk-rock,sertanejo"
user_609,"r-n-b,singer-songwriter"
user_610,"garage,hard-rock,minimal-techno,progressive-house"
user_611,"alt-rock,opera"
user_612,"alt-rock,club,latin,sad"
user_613,"death-metal,piano"
user_614,"ambient,club,dub,songwriter"
user_615,"detroit-techno,world-music"
user_616,"alternative,black-metal,psych-rock"
user_617,"blues,detroit-techno,grunge,swedish"
user_618,"comedy,kids"
user_619,"chill,r-n-b,synth-pop"
user_620,"ambient,grindcore,idm,rockabilly"
user_621,"classical,groove,latino"
user_622,"british,reggaeton"
user_623,"black-metal,punk-rock"
user_624,"dance,idm"
user_625,"anime,dancehall,house"
user_626,"blues,funk,piano,progressive-house"
user_627,"heavy-metal,psych-rock,rock-n-roll,songwriter"
user_628,"emo,hip-hop"
user_629,"idm,romance,show-tunes"
user_630,"afrobeat,electro,show-tunes"
user_631,"club,j-dance,rock,sad"
user_632,"acoustic,dancehall"
user_633,"ambient,electro"
user_634,"anime,bluegrass"
user_635,"hardstyle,j-pop"
user_636,"country,sad,synth-pop"
user_637,"anime,dub"
user_638,"gospel,reggae"
user_639,"afrobeat,british"
user_640,"blues,sertanejo"
user_641,"club,mandopop,study"
user_642,"deep-house,edm,study"
user_643,"anime,disco,folk,piano"
user_644,"bluegrass,rock-n-roll"
user_645,"chill,death-metal,folk,techno"
user_646,"electro,french,pagode"
user_647,"disney,edm,hip-hop,pop"
user_648,"idm,industrial,r-n-b"
user_649,"folk,progressive-house"
user_650,"bluegrass,new-age"
user_651,"indie,piano"
user_652,"hardstyle,romance"
user_653,"black-metal,pagode,sad,songwriter"
user_654,"brazil,emo"
user_655,"alternative,dancehall,dub,pop"
user_656,"funk,opera,songwriter"
user_657,"country,deep-house,funk,idm"
user_658,"gospel,malay,soul"
user_659,"edm,grindcore,latin"
user_660,"minimal-techno,punk,punk-rock,salsa"
user_661,"groove,psych-rock"
user_662,"ambient,latino,samba,trance"
user_663,"drum-and-bass,happy,new-age"
user_664,"alt-rock,dancehall,punk"
user_665,"german,j-dance"
user_666,"alternative,metalcore,opera"
user_667,"latin,samba"
user_668,"pagode,pop-film"
user_669,"alternative,german"
user_670,"forro,j-pop"
user_671,"disney,soul,swedish,trance"
user_672,"brazil,mpb,samba,trip-hop"
user_673,"garage,synth-pop"
user_674,"garage,j-dance,minimal-techno"
user_675,"detroit-techno,metal,tango"
user_676,"idm,metal"
user_677,"dancehall,world-music"
user_678,"grindcore,malay,mpb,reggae"
user_679,"dancehall,industrial,metal,swedish"
user_680,"deep-house,r-n-b,sleep"
user_681,"hardcore,rockabilly"
user_682,"acoustic,sleep,synth-pop"
user_683,"blues,progressive-house"
user_684,"blues,house"
user_685,"acoustic,dancehall,gospel"
user_686,"hip-hop,indie,mpb"
user_687,"afrobeat,electronic,hard-rock"
user_688,"breakbeat,dubstep,french,show-tunes"
user_689,"bluegrass,french,r-n-b,synth-pop"
user_690,"disco,hip-hop,r-n-b"
user_691,"acoustic,blues"
user_692,"acoustic,industrial,salsa"
user_693,"happy,idm,songwriter"
user_694,"disco,disney,indie-pop"
user_695,"club,deep-house,goth,singer-songwriter"
user_696,"deep-house,hip-hop"
user_697,"breakbeat,heavy-metal,jazz,soul"
user_698,"electronic,hardstyle,rock-n-roll"
user_699,"alt-rock,cantopop,german"
user_700,"electronic,metalcore,rock-n-roll"
user_701,"drum-and-bass,study,trance"
user_702,"edm,opera"
user_703,"disco,house,reggae"
user_704,"french,mpb,rockabilly,romance"
user_705,"black-metal,cantopop,honky-tonk,pagode"
user_706,"dub,k-pop,ska,techno"
user_707,"british,power-pop,sleep"
user_708,"emo,gospel,singer-songwriter,swedish"
user_709,"electro,malay,party"
user_710,"drum-and-bass,electronic,ska"
user_711,"chicago-house,funk,grindcore,study"
user_712,"classical,house"
user_713,"iranian,j-pop,sleep,tango"
user_714,"dance,guitar,house,metalcore"
user_715,"forro,gospel,progressive-house,trance"
user_716,"disco,idm,salsa"
user_717,"anime,disney"
user_718,"hardstyle,j-pop,j-rock,punk"
user_719,"country,groove,reggae,show-tunes"
user_720,"classical,deep-house,disco,punk-rock"
user_721,"classical,gospel"
user_722,"idm,minimal-techno,party"
user_723,"electronic,honky-tonk,metalcore,show-tunes"
user_724,"alternative,hip-hop,metalcore"
user_725,"alt-rock,children,funk"
user_726,"country,emo,goth,sleep"
user_727,"bluegrass,blues,chicago-house"
user_728,"garage,hip-hop,indian,punk-rock"
user_729,"chill,comedy,guitar"
user_730,"german,world-music"
user_731,"death-metal,garage,honky-tonk"
user_732,"black-metal,french,progressive-house,psych-rock"
user_733,"afrobeat,minimal-techno,punk"
user_734,"j-pop,punk-rock,synth-pop"
user_735,"disney,forro,french,j-rock"
user_736,"emo,funk,spanish"
user_737,"brazil,hip-hop,latin,reggae"
user_738,"garage,minimal-techno,trance"
user_739,"cantopop,samba"
user_740,"electro,grindcore,j-idol"
user_741,"happy,house"
user_742,"j-pop,latino,progressive-house,spanish"
user_743,"guitar,punk-rock,reggaeton"
